name	N	top_k	file_rate	method_or_entity_rate	mrr	hit_rate	dir
BM25	500	20	0.77	0.3920462481962482	0.25258785381285387	0.46	runs/text_baselines_nohints/2000
KG_grounded	500	20	0.556	0.3377373737373737	0.2224038519873659	0.378	runs/kg_verified_evidence_graph/tse_timesafe_main_20260529_v6
BM25_filelocal	500	20	0.736	0.5007613275613275	0.2864737545478257	0.57	temp_run/private_bm25_filelocal_20260704/bm25_top20_files_filelocal
KG_filelocal	500	20	0.592	0.4542596681096681	0.26336495101046187	0.508	runs/kg_verified_evidence_graph/tse_timesafe_main_20260531_pathunion_v1
BM25_KG_RRF_filelocal	500	20	0.77	0.5528888888888888	0.31976817442103816	0.628	temp_run/private_bm25_filelocal_20260704/hybrid_rrf/BM25_KG_deterministic_rrf
GLM5_issue	500	20	0.874	0.529893573093573	0.5123071428571428	0.624	temp_run/eval_aliyun_glm5_issueonly
GLM5_KG_filelocal	500	20	0.932	0.6551932484182484	0.5366908117596197	0.74	temp_run/private_bm25_filelocal_20260704/budget_fusions/GLM5_KG_b20_p10
GLM5_BM25_filelocal	500	20	0.942	0.6922465312465312	0.5437262324191117	0.78	temp_run/private_bm25_filelocal_20260704/budget_fusions/GLM5_BM25FileLocal_b20_p10
GLM5_BM25_KG_RRF_filelocal	500	20	0.946	0.7086232267732268	0.5469265406506119	0.79	temp_run/private_bm25_filelocal_20260704/hybrid_rrf/deterministic_budget_fusions/GLM5_Hybrid_b20_p10
