name	N	file_rate	method_or_entity_rate	mrr	top20_hit_rate	cache_file
KG_clean_tse_timesafe_main_20260529_v6	500	0.556000	0.337737	0.222404	0.378000	runs/kg_verified_evidence_graph/tse_timesafe_main_20260529_v6/_prefl_cache.jsonl
