name	N	file_rate	method_or_entity_rate	mrr	top20_hit_rate	dir
GLM5_KG	93	0.892473	0.729391	0.510641	0.774194	temp_run/fusions_pathmined_kg/GLM5_pathunion_ht10
GLM5_issue_only	93	0.827957	0.580645	0.477343	0.612903	temp_run/eval_aliyun_glm5_issueonly
KGCompass_pathunion	93	0.645161	0.543011	0.258645	0.559140	runs/kg_verified_evidence_graph/tse_timesafe_main_20260531_pathunion_v1
