baseline	treatment	N	top_files	baseline_coverage	treatment_coverage	delta	ci95_low	ci95_high	wins	losses	ties	exact_mcnemar_p
KG_grounded_files	BM25_ranked_files	500	20	0.582	0.804	0.2220000000000001	0.172	0.27	144	33	323	9.79369029978302e-18
